"twitter","id","name","age","gender","party","type","state","joined","days","tweets","followers","following"
"SenMarkPryor","P000590","Mark Pryor",51,"M","Democrat","sen","AR","2011-12-02 14:28:37",948,1644,13734,281
"SenMikeLee","L000577","Mike Lee",43,"M","Republican","sen","UT","2009-11-09 22:47:47",1701,2798,136616,2320
"SenOrrinHatch","H000338","Orrin Hatch",80,"M","Republican","sen","UT","2011-03-08 18:04:18",1217,1637,10636,30
"SenPatRoberts","R000307","Pat Roberts",78,"M","Republican","sen","KS","2009-09-18 19:34:56",1753,997,13387,675
"SenRandPaul","P000603","Rand Paul",51,"M","Republican","sen","KY","2010-11-17 23:52:35",1328,2323,453838,325
"SenRockefeller","R000361","John Rockefeller",77,"M","Democrat","sen","WV","2011-03-28 18:35:10",1197,3194,16606,645
"SenRonJohnson","J000293","Ron Johnson",59,"M","Republican","sen","WI","2011-01-04 00:25:27",1280,1050,23774,86
"SenRubioPress","R000595","Marco Rubio",43,"M","Republican","sen","FL","2010-12-23 21:22:47",1292,1625,15985,97
"SenSanders","S000033","Bernard Sanders",72,"M","Independent","sen","VT","2009-04-07 13:02:35",1917,9809,219912,1505
"SenShelby","S000320","Richard Shelby",80,"M","Republican","sen","AL","2009-02-17 17:53:43",1966,203,15371,143
"SenSherrodBrown","B000944","Sherrod Brown",61,"M","Democrat","sen","OH","2009-06-01 16:07:45",1862,1310,40165,42
"SenTedCruz","C001098","Ted Cruz",43,"M","Republican","sen","TX","2013-01-09 18:11:37",544,2660,326158,7786
"SenThadCochran","C000567","Thad Cochran",76,"M","Republican","sen","MS","2012-04-16 22:33:23",812,847,11743,467
"SenToomey","T000461","Patrick Toomey",52,"M","Republican","sen","PA","2010-11-29 22:32:09",1316,2464,30429,771
"SenWalshOffice","W000818","John Walsh",53,"M","Democrat","sen","MT","2014-02-26 13:30:47",131,145,751,362
"SenWarren","W000817","Elizabeth Warren",65,"F","Democrat","sen","MA","2012-11-25 15:14:27",589,265,83366,241
"SenWhitehouse","W000802","Sheldon Whitehouse",58,"M","Democrat","sen","RI","2011-01-25 01:52:03",1259,1660,18052,1379
"Sen_JoeManchin","M001183","Joe Manchin",66,"M","Democrat","sen","WV","2011-01-05 14:13:33",1279,2128,23412,614
"SenatorBaldwin","B001230","Tammy Baldwin",52,"F","Democrat","sen","WI","2013-01-09 18:29:44",544,2024,9713,540
"SenatorBarb","M000702","Barbara Mikulski",78,"F","Democrat","sen","MD","2010-04-12 20:06:38",1547,3069,30132,8
"SenatorBegich","B001265","Mark Begich",52,"M","Democrat","sen","AK","2009-10-20 18:47:19",1721,2585,18906,491
"SenatorBoxer","B000711","Barbara Boxer",73,"F","Democrat","sen","CA","2008-07-15 16:02:13",2183,1444,47935,104
"SenatorBurr","B001135","Richard Burr",58,"M","Republican","sen","NC","2009-02-18 01:53:03",1965,1409,27607,3371
"SenatorCardin","C000141","Benjamin Cardin",70,"M","Democrat","sen","MD","2010-01-27 22:03:53",1622,3508,24429,220
"SenatorCarper","C000174","Thomas Carper",67,"M","Democrat","sen","DE","2011-02-09 19:46:42",1244,3019,12193,487
"SenatorCollins","C001035","Susan Collins",61,"F","Republican","sen","ME","2009-01-29 18:56:59",1985,1108,31350,807
"SenatorDurbin","D000563","Richard Durbin",69,"M","Democrat","sen","IL","2011-02-04 15:50:42",1249,2989,45664,1581
"SenatorEnzi","E000285","Michael Enzi",70,"M","Republican","sen","WY","2011-05-02 15:26:39",1162,1133,8960,471
"SenatorFischer","F000463","Deb Fischer",63,"F","Republican","sen","NE","2013-01-08 16:49:07",545,903,8017,115
"SenatorHagan","H001049","Kay Hagan",61,"F","Democrat","sen","NC","2009-09-14 14:44:07",1757,2671,25492,187
"SenatorHarkin","H000206","Thomas Harkin",74,"M","Democrat","sen","IA","2010-02-19 18:47:20",1599,2332,20664,170
"SenatorHeitkamp","H001069","Heidi Heitkamp",58,"F","Democrat","sen","ND","2013-01-04 17:57:48",549,2243,8828,330
"SenatorIsakson","I000055","John Isakson",69,"M","Republican","sen","GA","2009-09-29 20:09:30",1742,556,16321,375
"SenatorKirk","K000360","Mark Kirk",54,"M","Republican","sen","IL","2010-11-03 17:51:13",1342,3218,28950,1761
"SenatorLeahy","L000174","Patrick Leahy",74,"M","Democrat","sen","VT","2011-01-25 18:20:07",1259,3398,22896,59
"SenatorMenendez","M000639","Robert Menéndez",60,"M","Democrat","sen","NJ","2009-01-06 21:01:12",2008,3512,40756,571
"SenatorReid","R000146","Harry Reid",74,"M","Democrat","sen","NV","2008-10-15 19:42:08",2091,2733,215278,153
"SenatorRisch","R000584","James Risch",71,"M","Republican","sen","ID","2013-01-16 18:58:23",537,239,6611,33
"SenatorSessions","S001141","Jefferson Sessions",67,"M","Republican","sen","AL","2009-06-17 14:24:08",1846,1552,31710,103
"SenatorShaheen","S001181","Jeanne Shaheen",67,"F","Democrat","sen","NH","2010-01-28 15:22:44",1621,2809,18013,5638
"SenatorTimScott","S001184","Tim Scott",48,"M","Republican","sen","SC","2010-11-19 20:34:30",1326,2160,63412,2163
"SenatorTomUdall","U000039","Tom Udall",66,"M","Democrat","sen","NM","2009-07-28 06:10:29",1805,1668,15959,5
"SenatorWicker","W000437","Roger Wicker",63,"M","Republican","sen","MS","2011-03-11 14:59:01",1214,1409,13077,282
"SpeakerBoehner","B000589","John Boehner",64,"M","Republican","rep","OH","2007-07-25 14:42:33",2539,14556,658610,9959
"StabenowPress","S000770","Debbie Stabenow",64,"F","Democrat","sen","MI","2013-03-19 19:05:11",475,0,24,0
"SteveDaines","D000618","Steve Daines",51,"M","Republican","rep","MT","2007-12-30 05:52:03",2381,939,3001,455
"SteveKingIA","K000362","Steve King",65,"M","Republican","rep","IA","2009-06-17 21:09:41",1846,888,21189,66
"SteveScalise","S001176","Steve Scalise",48,"M","Republican","rep","LA","2013-02-22 18:10:47",500,1431,5434,3245
"SteveWorks4You","S000937","Steve Stockman",57,"M","Republican","rep","TX","2013-01-04 01:39:09",549,8671,16858,1447
"SusanWBrooks","B001284","Susan Brooks",53,"F","Republican","rep","IN","2013-01-09 15:30:38",544,620,3709,261
"TGowdySC","G000566","Trey Gowdy",49,"M","Republican","rep","SC","2011-01-12 16:57:04",1272,1053,92210,365
"TXRandy14","W000814","Randy Weber",61,"M","Republican","rep","TX","2013-01-03 15:30:06",550,940,2848,229
"TesterPress","T000464","Jon Tester",57,"M","Democrat","sen","MT",NA,NA,NA,NA,NA
"TiberiPress","T000462","Patrick Tiberi",51,"M","Republican","rep","OH","2012-10-29 15:02:02",616,1124,1422,449
"TimBishopNY","B001242","Timothy Bishop",64,"M","Democrat","rep","NY","2010-06-09 22:22:18",1489,1333,5406,2318
"ToddRokita","R000592","Todd Rokita",44,"M","Republican","rep","IN","2008-11-21 20:10:51",2054,4110,9672,3338
"TomCoburn","C000560","Thomas Coburn",66,"M","Republican","sen","OK","2008-12-18 15:32:08",2027,1285,77875,420
"TomColeOK04","C001053","Tom Cole",65,"M","Republican","rep","OK","2009-03-06 21:54:25",1949,404,5903,79
"TomLatham","L000111","Tom Latham",66,"M","Republican","rep","IA","2007-11-09 16:09:46",2432,1235,10348,1226
"TomRooney","R000583","Thomas Rooney",43,"M","Republican","rep","FL","2009-03-12 15:44:41",1943,2562,13007,4128
"TulsiPress","G000571","Tulsi Gabbard",33,"F","Democrat","rep","HI","2013-01-05 22:57:50",548,730,4859,572
"USRepDavidJolly","J000296","David Jolly",41,"M","Republican","rep","FL","2014-05-07 12:35:31",61,117,203,42
"USRepKCastor","C001066","Kathy Castor",47,"F","Democrat","rep","FL","2013-09-18 20:03:57",292,248,693,238
"USRepKeating","K000375","William Keating",61,"M","Democrat","rep","MA","2011-01-01 23:58:47",1283,670,4492,586
"USRepLong","L000576","Billy Long",58,"M","Republican","rep","MO","2013-05-20 15:02:21",413,1208,1460,549
"USRepMikeDoyle","D000482","Michael Doyle",60,"M","Democrat","rep","PA","2009-05-11 13:22:08",1883,426,6804,33
"USRepRHinojosa","H000636","Rubén Hinojosa",73,"M","Democrat","rep","TX","2011-01-18 18:13:06",1266,1204,5855,436
"USRepRickNolan","N000127","Richard Nolan",70,"M","Democrat","rep","MN","2013-01-02 17:51:28",551,1069,3143,801
"USRepRodney","F000372","Rodney Frelinghuysen",68,"M","Republican","rep","NJ","2013-04-26 14:05:13",437,179,1053,94
"VernBuchanan","B001260","Vern Buchanan",63,"M","Republican","rep","FL","2009-02-09 21:05:19",1974,1639,15022,10961
"VirginiaFoxx","F000450","Virginia Foxx",71,"F","Republican","rep","NC","2008-09-12 13:30:07",2124,2176,12018,1381
"WaxmanClimate","W000215","Henry Waxman",74,"M","Democrat","rep","CA","2012-08-27 20:31:16",679,754,4253,310
"WhipHoyer","H000874","Steny Hoyer",75,"M","Democrat","rep","MD","2009-02-26 14:13:01",1957,6197,44909,3845
"YvetteClarke","C001067","Yvette Clarke",49,"F","Democrat","rep","NY","2011-01-20 20:14:21",1264,3246,8080,3649
